,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
99,General's Son,1990,ActionCrime,6.5 / 10,https://yts.rs/movie/generals-son-1990," The first chapter of the the General's Son trilogy follows Kim Du-Han's childhood, from the loss of his mother at age 8, to his rise as a gang leader who protects local vendors from expanding Yakuza forces in Japanese occupied Korea. ",1616
100,Delivery Boys,1985,ComedySport,3.8 / 10,https://yts.rs/movie/delivery-boys-1985," A gang of boys under the Brooklyn Bridge are united by their common interest in break dancing. Some work as pizza delivery boys, hence they call themselves the ""Delivery Boys"". They form a dance team and enter a local break dance contest, sponsored by a woman's panty manufacturer. A rival gang's sponsor intimidates their employer into thinking she must keep the boys working so they won't be harmed. She gives the boys some ""specialized"" deliveries to make them late for the contest. The antics and calamities abound as the boys wrestle with her work assignments and getting to the contest on time. —Don ",2121
101,Thomas & Friends: Day of the Diesels,2011,Animation,5.4 / 10,https://yts.rs/movie/thomas-friends-day-of-the-diesels-2011," Join Thomas in an all-new movie with new fire fighting engine friends, Flynn and Belle, as they save Sodor Steamworks from the Diesels. ",2020
102,The House,2019,Horror,4.6 / 10,https://yts.rs/movie/the-house-2019," Inspired by real events. Responding to an urgent call for help, a police officer becomes trapped by the evil spirits of a cursed house. ",3535
103,Net I Die,2017,HorrorMystery,3.7 / 10,https://yts.rs/movie/net-i-die-2017," Net idols that have been celebrated in the past. Have launched their own brand cosmetics. And have gathered the most popular net idol today to be the adverts. To display a dazzling review of their cosmetics. But then the horror story. When the presenter, but everyone and everyone related to cosmetics. Can not find the cause And everyone is killed through the horrific Live video channel, so she has to go out and find the answer. Along with the terrible face This horror movie. It will be told through social media we touch and use every day. It is an important factor in the life that is indispensable. But it is going to die. And the breath of the people who use it. To share the death of the dead The body of a beautiful person .. not as beautiful as you think !. ",2525
104,The Revolt of the Slaves,1960,Adventure,5.5 / 10,https://yts.rs/movie/the-revolt-of-the-slaves-1960," During the later years of the Roman Empire, the daughter of a wealthy patrician falls in love with a Christian slave. ",1919
105,The Last Gun,1964,Western,4.5 / 10,https://yts.rs/movie/the-last-gun-1964," A famous gunfighter gives up his evil ways, and settles in a quiet town. But, the town is being terrorized by a gang, drawing our hero back to gunslinging, but this time in the name of good. ",1717
106,Monstrosity,1987,ComedyHorror,4.2 / 10,https://yts.rs/movie/monstrosity-1987," Three L.A. street thugs mug an old man, murder him by cutting his throat, beat up a woman and steal her car, break into another young woman's house and proceed to beat and rape her. She is taken to the hospital and while recovering is brought mug shot books by the police to see if she can identify her attackers, which she does. But the bad guys leader, Cole, disguises himself as a doctor, breaks into the woman's hospital room and murders her. Vowing vengeance, her college student boyfriend, Mark, and his student pals Carlos and Scott, decide to build a 'Golem' from human and animal parts, bring it to life and have it track down the murderers so there is no risk to themselves! But not everything goes to plan when an unexpected, and very unlikely, romance breaks out between the 'Golem' whom they name Frankie, and a simpleton street woman named Jamie whom Frankie saves from the street thugs. —Larry B. ",2020
107,The Being,1981,HorrorSci-Fi,4.3 / 10,https://yts.rs/movie/the-being-1981," Toxic waste dumping in a small Idaho town turns a young boy into horrible mutant monster. The town's police chief and a government scientist team up to stop the monster, which is quickly killing off the town's citizenry. —Jeremy Lunt ",4141
108,Mel,1998,FamilyFantasy,4 / 10,https://yts.rs/movie/mel-1998," Mom and dad send their two angsty sons to their granddad in the countryside. There, one of them discovers Mel, an incredibly large turtle. In the meantime, the grandfather is having trouble with the land developers who want his property. ",2929
109,Stigma,1972,DramaThriller,5.2 / 10,https://yts.rs/movie/stigma-1972," A knowledgeable- doctor, Calvin Crosse (Philip Michael Thomas) moves to a secluded community and soon discovers a deadly virus affecting the young town's people. What is more disturbing, is the conspiracy to protect this epidemic when he tries to cure those infected. —blogmonstermike.wordpress.com ",3434
110,Flying Disc Man from Mars,1950,ActionAdventure,5.6 / 10,https://yts.rs/movie/flying-disc-man-from-mars-1950," A strange craft spying on industrialist Bryant's plant is brought down by Bryant's new atomic ray. Bryant meets the one survivor... Mota from the planet Mars! Not exactly benevolent, Mota enlists the aid of Bryant (a former Nazi) in a scheme to bring Earth under control of a supreme dictator, for its own good of course, using advanced atomic weapons. But their attempts to steal uranium alert Kent Fowler of Fowler Air Patrol, who sets out singlehanded to foil the villains. Fist-fights and wrecks in every episode. —Rod Crawford ",2626
111,Mississippi Murder,2017,Thriller,3.6 / 10,https://yts.rs/movie/mississippi-murder-2017," A murder mystery which takes place on the Mississippi Gulf Coast. A young woman tries to live a normal life, despite a horrible upbringing. She will learn her past will haunt her once more. ",3434
112,Ménage,1986,ComedyCrime,7 / 10,https://yts.rs/movie/menage-1986, A bisexual petty criminal named Bob encounters a married couple arguing in a bar. Bob breaks up the fight and proceeds to seduce first the wife and then the husband. Then Bob teaches the couple how to be burglars and they join him in his criminal exploits. —Steven B. Blades ,4141
113,Ice Spiders,2007,ActionAdventure,3.1 / 10,https://yts.rs/movie/ice-spiders-2007," When a young ski team training for the Olympics arrives at the remote, isolated Lost Mountain Ski Resort to focus on training, they're thrilled to find a retired Olympic skier there to help them train. But their plans are halted when a scientist working at a nearby government lab arrives with the horrifying news that a top-secret Government project has produced giant spiders and they have escaped, killing and eating everything in sight. —Deeww ",3838
114,Aileen Wuornos: American Boogeywoman,2021,DramaHorror,4.3 / 10,https://yts.rs/movie/aileen-wuornos-american-boogeywoman-2021," Based on Aileen Wuornos's early life, America's most notorious female serial killer, back in 1976 a young Aileen arrives in Florida searching for a new life that will help her escape her tragic past, marries a wealthy Yacht Club president and has the chance to start again as part of Florida's high society. But tormented by inner demons she surrenders to her murderous impulses and wreaks havoc in the peaceful seaside community of Deland, Florida. ",8686
115,Erotic Ghost Story II,1991,FantasyHorror,4.6 / 10,https://yts.rs/movie/erotic-ghost-story-ii-1991," Wutung, a sex demon, returns in another body where he falls for the mortal girl Hsiao-yen, but heaven thinks otherwise. Anger fills Wutung, and to stop his vengeance, the townspeople near his lair promise to offer him a virgin girl at the end of every month to become his sex slave. Ya-Yin is selected. ",8989
116,Bübchen,1968,Drama,7 / 10,https://yts.rs/movie/bubchen-1968," A strange case baffles the police and the citizens of a German small town. A two-year old girl has disappeared. There are suspects, innocents, guilty ones and a web of lies. It's Saturday afternoon, and Achim's parents are invited for a topping-out ceremony. The neighbor's daughter, Monika (Renate Roland), is the babysitter for Achim (Sascha Urchs) and his little sister Kathrin, but Monika doesn't take the job too serious. She'd rather go for a ride with her boyfriend. Through a unforeseen row of circumstances, Achim becomes the murderer of his sister, and hides the body in a wrecked car on the scrapyard. When the parents return home, a frantic search for the little child begins. Only the father (Sieghardt Rupp) seems to know the truth. —Bernardo74 ",2626
117,The Black Crowes Brothers of a Feather Live at the Chapel,2021,Music,0 / 10,https://yts.rs/movie/the-black-crowes-brothers-of-a-feather-live-at-the-chapel-2021, An acoustic evening featuring Chris and Rich Robinson of The Black Crowes. A live performance at a small intimate venue in San Francisco's Mission District known as The Chapel. ,4040
118,Ethnic Notions,1986,Documentary,8.1 / 10,https://yts.rs/movie/ethnic-notions-1986," Ethnic Notions is Marlon Riggs' Emmy-winning documentary that takes viewers on a disturbing voyage through American history, tracing for the first time the deep-rooted stereotypes which have fueled anti-black prejudice. Through these images we can begin to understand the evolution of racial consciousness in America. Loyal Toms, carefree Sambos, faithful Mammies, grinning Coons, savage Brutes, and wide-eyed Pickaninnies roll across the screen in cartoons, feature films, popular songs, minstrel shows, advertisements, folklore, household artifacts, even children's rhymes. These dehumanizing caricatures permeated popular culture from the 1820s to the Civil Rights period and implanted themselves deep in the American psyche. Narration by Esther Rolle and commentary by respected scholars shed light on the origins and devastating consequences of this 150 yearlong parade of bigotry. Ethnic Notions situates each stereotype historically in white society's shifting needs to justify racist oppression from slavery to the present day. The insidious images exacted a devastating toll on black Americans and continue to undermine race relations. —Anonymous ",4242
119,To Be Determined,2021,Documentary,7.1 / 10,https://yts.rs/movie/to-be-determined-2021," A low-stakes poker player, who has been pushed to the fringes of an increasingly difficult industry, confronts an uncertain future within a game that often takes more than it gives. To Be Determined is a documentary that examines the costs that come when chasing a dream. ",4848
120,33rd Hispanic Heritage Awards,2020,Music,0 / 10,https://yts.rs/movie/33rd-hispanic-heritage-awards-2020," Now in its 33rd edition, the Hispanic Heritage Awards recognize the contributions and accomplishments of Latino leaders in various fields while celebrating cultural pride and the great promise to America. ",2828
121,Born to Fight,1989,ActionWar,6 / 10,https://yts.rs/movie/born-to-fight-1989," Super tough Vietnam War veteran Sam Wood is a survivor of a vicious prison camp where he was brutally and painfully tortured before finally managing to escape. When Wood returns to rescue his friends, he finds that they are already dead. Some time later a woman named Maryline Kane offers him a tremendous amount of money if he will accompany her back to the area where the prison camp was to do interviews for a documentary story. It all turns out to be a lie - her father is now a prisoner in the camp, and she knows that only a man like Wood can help set him free. Sam adopts a proposal, but the situation is much more complicated, because the camp is now run by his old nemesis Duan Loc. —ETO History Buff ",3939
122,"Prague, March '92",1992,Documentary,0 / 10,https://yts.rs/movie/prague-march-92-1992," Prompted by a seminar given by acclaimed German filmmaker Peter Nestler, Prague, March '92 combines 16mm footage shot over the course of a week in the title city with excerpts from Bohumil Hrabal's essay ""The Magic Flute"". ",2626
123,"Totò, Vittorio and the Doctor",1957,Comedy,5.8 / 10,https://yts.rs/movie/toto-vittorio-and-the-doctor-1957," Fake private detective Mike Spillone is hired by two old ladies to find out if Brigitte, the wife of their nephew Otello Bellomo, has a lover. Brigitte is a physician but the two aunts are unaware of the fact. While investigating, Mike and his assistant Johnny discover Brigitte with a prospective patient, the Marquis De Vitti, who was shot by the husband of the woman he tried to seduce. Afterwards, Spillone finds her with her husband and believes he is her lover. —Piergiorgio Romani ",3030
124,Rock and Roll's Greatest Failure: Otway the Movie,2013,Documentary,8.9 / 10,https://yts.rs/movie/rock-and-rolls-greatest-failure-otway-the-movie-2013," UK's cult legend John Otway returns to his old school to give a course on survival in the music industry. In the midst of the UK's '70s punk revolution and after a momentous TV appearance where five and a half million viewers watched him land painfully on his testicles, Otway was high in the charts. Too bad his next hit was 25 years later. John Otway's career is an educational, yet magical lesson in self-promoting - recruiting his fans for endless manipulative, over-the-top projects which, among others, garnered him status as The Nation's 7th Favourite Lyricist in a BBC poll, secured him a Top Ten Hit for his 50th birthday and a feature film for his 60th. Failure has its rewards. It's kept Otway in the spotlight for 35 years. —Steve Barker ",3838
125,Tongues Untied,1989,Documentary,7.1 / 10,https://yts.rs/movie/tongues-untied-1989," Marlon Riggs, with assistance from other gay Black men, especially poet Essex Hemphill, celebrates Black men loving Black men as a revolutionary act. The film intercuts footage of Hemphill reciting his poetry, Riggs telling the story of his growing up, scenes of men in social intercourse and dance, and various comic riffs, including a visit to the ""Institute of Snap!thology,"" where men take lessons in how to snap their fingers: the sling snap, the point snap, the diva snap. The film closes with obituaries for victims of AIDS and archival footage of the civil rights movement placed next to footage of Black men marching in a gay pride parade. — ",4141
126,Witnesses,2021,ActionAdventure,5 / 10,https://yts.rs/movie/witnesses-2021," For nearly 200 years, skeptics and critics have been trying to explain away what many Book of Mormon witnesses stated-that they had seen angels and hefted golden metal plates containing ancient inscriptions. ",11817
127,Cherry,0,Action,0 / 10,https://yts.rs/movie/cherry-,  ,2525
128,Far Away,1992,Drama,5.8 / 10,https://yts.rs/movie/far-away-1992, A woman interacts with different people. ,2020
129,The Breaking Point,2014,ActionCrime,8 / 10,https://yts.rs/movie/the-breaking-point-2014," Shawn Dickerson, an early thirties, rough around the edges street guy is accused of killing BRENDA SAWYER, a wealthy and prominent older lady, known for her compassion, and benevolence towards kids from the inner-cities. Shawn is hunted by Brenda's grieving husband HARRY, the police, and a very ambitious and overzealous Assistant D.A. name BALLARD, who is willing to do whatever she has to do to make District Attorney, even if it means bending the rules. Harry, already distraught due to the death of his daughter Susan, at the hands of a hit and run driver, decides to take the law into his own hands, to mete out Justice to Shawn. While Shawn is on the run, Assistant D.A Ballard devises a plan to procure the case once Shawn is apprehended, believing that a guilty verdict against Shawn will increase her chances of becoming the D.A. Once Shawn is apprehended, the fireworks begin. —James Hunter ",5656
130,Harlan County War,2000,Drama,6.5 / 10,https://yts.rs/movie/harlan-county-war-2000," A Kentucky woman whose mine-worker husband is nearly killed in a cave-in, and whose father is slowly dying of black lung disease, joins the picket lines for a long, violent strike. ",4141
131,Anthem,1991,,6.4 / 10,https://yts.rs/movie/anthem-1991," Almost a tone poem, this is a collage of sounds and images: gay, Black men dance, sing, and recite poetry. They call each other to arms to parade and flaunt their race and sexual orientation. They call on each other to rewrite history, to pervert the language, to ""be freaky and free,"" and to confront America in order to redefine it in a way that gives them standing as equals. — ",2929
132,No Regret,1993,,7.4 / 10,https://yts.rs/movie/no-regret-1993, Five HIV positive gay black men discuss their struggles with the disease. ,3131
133,Affirmations,1990,,7.1 / 10,https://yts.rs/movie/affirmations-1990, A look at what it's like to be gay and black in America. ,3131
134,Black Is... Black Ain't,1994,Documentary,7.7 / 10,https://yts.rs/movie/black-is-black-aint-1994," A film about black experiences with a ""backdrop of Creole cooking."" ",3838
135,Kopps,2003,ActionComedy,6.7 / 10,https://yts.rs/movie/kopps-2003," Police officer Benny is obsessed with American police cliches and livens up his own boring everyday life with dreams of duels with bad guys. But poor Benny and his colleagues doesn't have much to do in the small town of Högboträsk. Most of their days are spent drinking coffee, eating sausage waffles and chasing down stray cows. Peace and quiet is the dream of every politician, but for the Swedish authorities, the lack of crooks is reason to close the local police station. When the cops investigate a suspected act of vandalism, they realise that they themselves may be able to raise the crime statistics high enough to stay in business. —Yocke ([email protected]) ",3737
136,Tan,2021,Drama,0 / 10,https://yts.rs/movie/tan-2021," Confused in a haze of consciousness and intolerance, five fragile souls enter an eerie dimension. This journey forces an artist, junkie, queer, racist cop and forged reverend to confront their own demons. In the waiting room, a trickster Deity illuminates the shadows hiding within each subject. Piece by piece each person realizes their destiny, and what truth has been left behind. —Adrian Younge ",3333
137,Zozo,2005,DramaFamily,6.6 / 10,https://yts.rs/movie/zozo-2005, A Lebanese boy gets separated from his family during the civil war and ends up in Sweden. ,2525
138,One Summer,2021,DramaMystery,7.6 / 10,https://yts.rs/movie/one-summer-2021," Following his stateside return from Iraq, Jack Armstrong, a literal and figurative Jack-of-All-Trades in his civilian life, came down with an undiagnosed illness, he sent home from the hospital to the care of his wife, Lizzie Armstrong, in what were expected to be his final days. Instead, it was Lizzie who passed suddenly in a traffic accident, Jack miraculously fully recovering following. Jack has decided to take their two children, fifteen year old Mikki and young adolescent Cory, on what was Lizzie's planned family summer vacation to her hometown of Channing, it to be spent at what Lizzie had always considered her ""palace"", her parents' recreational property, a beachside cottage, now a rental, complete with a lighthouse. The fact that the three of them, upon their arrival, find that it is not only the palace that Lizzie had described but a rundown property only exacerbates the issues with which they all are dealing beyond their general grief. Jack is struggling to be both father and mother to the kids, while needing to deal with Lizzie's mother, Bonnie O'Toole. While Jack and Bonnie never had the best of in-law relationships, they have the added issue of Bonnie's concerns for the children's welfare without their mother, she who has become overly protective in not wanting to lose any more children. Besides going through puberty, Mikki is constantly angry, largely directed at her father, more in her own unspoken fear that he will becomes sick again. In making the necessary repairs to the cottage, Jack decides to fix the non-functioning lighthouse in Lizzie's memory. In the process, Jack is guided by a visible manifestation only to him of Lizzie's spirit. The presence of that spirit may provide a complication as Jack seems to be making a connection with restaurateur Jenna Fontaine, who moved to Channing four years ago with her now mid-teen son, Liam, to escape a crumbling marriage, those connections which seem to be developing also at the next generation between Mikki and Liam. —Huggo ",8585
139,Pokémon the Movie: Secrets of the Jungle,2020,ActionAdventure,6.9 / 10,https://yts.rs/movie/pokemon-the-movie-secrets-of-the-jungle-2020," The story of Koko, a young boy raised by Pokémon, and the creation of a new bond between humans and Pokémon. ",15150
140,Oasis: Live from Manchester,2007,Music,7.8 / 10,https://yts.rs/movie/oasis-live-from-manchester-2007," Concert footage of British rock band Oasis performing a hometown gig at the City of Manchester Stadium in Manchester, England as part of their 2005 ""Don't Believe the Truth"" UK tour. ",5555
141,5th Street,2013,Crime,4.6 / 10,https://yts.rs/movie/5th-street-2013," When Joe Montoya loses his wife in a gang related shooting he vows to stop at nothing to exact his revenge on those responsible. Set in inner city Los Angeles, 5th Street is a tale of violence, love, and revenge. ",3737
142,Lance Woods: Undeniable,2021,Comedy,3.8 / 10,https://yts.rs/movie/lance-woods-undeniable-2021,  ,4141
143,Mickey's Tale of Two Witches,2021,ActionAnimation,7.2 / 10,https://yts.rs/movie/mickeys-tale-of-two-witches-2021," On Halloween, Mickey tells Pluto a story about two witches-in-training, Minnie the Wonderful and Daisy Doozy, who must pass four tests to graduate from the Witch Academy in Happy Haunt Hills. ",17675
144,Shadow of the Thin Man,1941,ComedyCrime,7.3 / 10,https://yts.rs/movie/shadow-of-the-thin-man-1941," Nick and Nora's hopes for a pleasant afternoon at the local race track are dashed when a jockey is found shot dead in the locker room. Nick's friend Lt. Abrams wants him to help out but Nick is enjoying the good life too much to get involved. However, he is subsequently approached by Major Scully to look into corruption and the role of organized crime in gambling. Others are killed but in the end, Nick gathers all of the suspects into a room and identifies the killer. —garykmcd ",4747
145,Madame X,2021,DocumentaryMusic,7 / 10,https://yts.rs/movie/madame-x-2021, Captures Madonna's latest tour. ,12928
146,The Last Bus,2021,Drama,6.8 / 10,https://yts.rs/movie/the-last-bus-2021," A heart-warming tale of Tom (Timothy Spall), a pensioner whose wife, Mary (Phyllis Logan), has just passed away, who travels from Britain's most Northerly point, John O'Groats, to his original home town at its most Southerly point, Land's End, using his free bus pass. He carries with him his wife's ashes in a small suitcase, travelling the length of the country to take her back home. Along the way, his adventures are recorded by the people he meets and helps, and by the end of his trip he has unwittingly become a social media celebrity. ",15049
147,The Extendables,2014,Comedy,3.8 / 10,https://yts.rs/movie/the-extendables-2014," What if Inspector Clouseau bulked up on steroids, then was given the job to direct a movie? The Extendables chronicles Hollywood myth and rumor, bending together an escalating series of mishaps that lead us and The Great Vardell Duselldorfer, in the strictest dramatic terms, to climax. —A Bavarian Wood Whittler ",7171
148,The Storage 2,2018,Comedy,5.6 / 10,https://yts.rs/movie/the-storage-2-2018," Rousku and Raninen are fleeing their unemployment by setting up a construction company. Occupational illiteracy is not an obstacle and accounting is fine when Rouskun's mate deals with things. The entrepreneurs know that the poor can be, but not artificial. But what's the point for the scratchy women? Especially when Rousku gets to look in the mirror again and find out what kind of father, such a daughter. —AnonymousB ",1414
149,Secrets of a French Maid,1980,Comedy,5.2 / 10,https://yts.rs/movie/secrets-of-a-french-maid-1980," Madame Yanne is still a very young widow of an officer. She takes care of her pretty nieces Florentine and Juliet, who are currently living out their lesbian obsessions and are currently more engaged with each other than turning their heads around the lusty male world. As a stallion, Farmhand Erik was only too happy to jump at the two nieces. Inspector Simon has long been keeping an eye on Florentine and not only wants to get her to bed, but even marry. Mrs. Colonel would like to test his qualities as a lover in the horizontal for her niece. Also for Julia Yannes, a painter, is the suitable husband in the field of vision but she would like to test once before, whether he could make her happy in the future. ",24745
150,Smother,2008,ComedyDrama,4.6 / 10,https://yts.rs/movie/smother-2008," What would you do if your mother moved in with you and just wouldn't leave? When NOAH COOPER, 29, is fired from his job as a therapist, he thinks his day can't possibly get worse. When he arrives home his already full house gets even crazier when MARILYN, Noah's overbearing mother arrives with her five dogs in tow needing a place to stay. Comedy ensues as Noah learns to deal with the pressures of finding a job, a wife who desperately wants a baby, and worst of all a mother who won't quit smothering! —Anonymous ",4343
151,Youngblood,1978,ActionCrime,5.7 / 10,https://yts.rs/movie/youngblood-1978, A gang war/drug story set in a Los Angeles ghetto about the coming of age of a 15-year-old black youth. ,3333
152,Screen Two Contact,1985,Drama,7.4 / 10,https://yts.rs/movie/screen-two-contact-1985, Drama about a platoon of British paratroopers on patrol in Northern Ireland ,3939
153,Prodigy,2018,DramaThriller,3.5 / 10,https://yts.rs/movie/prodigy-2018," Set in the not too distant future, Erik Black is a broken soul due to the loss of his wife Emily. Disillusioned and happy living a life of isolation, he spends his days self-medicating and without any real sense of purpose. But all of that changes when he is asked, by his estranged son, to help him reach an undisclosed destination. There, he tells his father, he will receive a divine message; one that he believes will change the course of humanity. In order to survive the ordeal, father and son must stick together while fostering a belief in something greater than themselves. Discovering the true meaning of sacrifice, Erik will risk everything to deliver his son so that he can in turn deliver the message the world has been waiting for. PRODIGY is a father-and-son dramatic thriller full of adventure and humanity, that builds to a nail-biting conclusion. Amidst a journey of self-discovery, Erik is given one last chance at redemption as his faith and ability to deal with his past demons are put to the test. ",4242
154,Lullaby of the Earth,1976,Drama,6.6 / 10,https://yts.rs/movie/lullaby-of-the-earth-1976," The story of an orphan girl, brought up in naive, rustic innocence by an elderly relative, who is suddenly exposed to the brutality, greed and deceptiveness of the outside world, when her grandmother dies. ",4242
155,Muppets Haunted Mansion,2021,ComedyFamily,6.8 / 10,https://yts.rs/movie/muppets-haunted-mansion-2021," On Halloween night, Gonzo is challenged to spend one night in The Haunted Mansion. ",30098
156,Sudden Fury,1975,CrimeDrama,6.8 / 10,https://yts.rs/movie/sudden-fury-1975," Fred is a psychotic entrepreneur who hopes to convince his wife Janet to invest in a shady land deal. The wife refuses, and the couple continue their heated argument while driving through the Ontario backwoods. When their car crashes, Janet is seriously injured, but Fred leaves the scene, hoping that his wife won't last the night. —Ørnås ",4040
157,Orthodox,2015,CrimeDrama,5.2 / 10,https://yts.rs/movie/orthodox-2015," Benjamin, a boy bullied for his Jewish faith, takes up boxing as a means of self-defense, alienating himself from his religious community. As an adult caught between two worlds, his desperation to provide for his family becomes the catalyst for a devastating series of events that ensures he may never find the acceptance he has always craved. —Anonymous ",2222
158,Hotel Colonial,1987,AdventureDrama,4.3 / 10,https://yts.rs/movie/hotel-colonial-1987," Marco Veniera goes to Bogota, Columbia to find his brother, Luca who supposedly committed suicide. In his search, he meets fiery and exotic Irene Costa, who leads him into the depths of the Amazon jungle. But it's every man for himself, and brotherly love turns to hatred. ",2323
159,Danger Close,2017,ActionDocumentary,4.4 / 10,https://yts.rs/movie/danger-close-2017," Freelance female war reporter Alex Quade covers U.S. Special Operations Forces (SOF) on highly classified combat missions. Since 2001, she has embedded with elite SOF, including the U.S. Army Special Forces or Green Berets, Army Rangers, Navy Seals, and CIA clandestine operatives to tell their stories from the front lines. ""Danger Close"" follows Alex as she lives alongside these highly trained forces on some of the most daring missions ever documented in Iraq and Afghanistan. ",4040
160,That Darn Cat,1997,ActionComedy,4.7 / 10,https://yts.rs/movie/that-darn-cat-1997," In a small Massachusetts town, two bumbling criminals mistakenly kidnap a maid, thinking her to be the wife of a prominent businessman. D.C., short for Darn Cat, is an alley cat who, while looking for his nightly snack, stumbles upon the kidnap victim, bound and gagged in a shed. The kidnap victim scratches a plea for help on the back of her wristwatch and puts it around the cat's neck. Patti finds the watch and links it to the missing maid. Playing amateur detective, she enlists the aid of an FBI agent, Zeke, who has been assigned to the case. Patti and Zeke follow D.C. through tight openings to track down the captive. —Michael Betzold ",6666
161,The Bad Man,2018,DramaHorror,4.1 / 10,https://yts.rs/movie/the-bad-man-2018," Mary and PJ are kidnapped and tortured by a sadistic clown bent on transforming them into a 'doll' and a 'dog' -- servile sex slaves that will be sold to the highest bidders. When PJ goes mad, Mary becomes the couple's only hope of survival. But can she find a way out before auction day arrives? ",4343
162,Tom's Midnight Garden,1999,AdventureFamily,6.7 / 10,https://yts.rs/movie/toms-midnight-garden-1999," Young Tom Long is forced to stay with his kindly Aunt and Uncle while his brother recovers from a bout of the measles. At their flat, he is, disappointed to find there is no garden in which to play, but his disappointment turns to wonder when he discovers a magical garden which only appears at night when an old grandfather clock strikes thirteen. His nightly excursions to this beautiful garden become even more interesting when he realizes that the people he meets cannot see him, except one young girl named Hatty. ",5656
163,Take It Out in Trade,1970,Comedy,4 / 10,https://yts.rs/movie/take-it-out-in-trade-1970," A couple hire a detective to locate their missing daughter. He finds her in a ""house of ill-repute."" ",4444
164,"My Brother, My Sister",2021,Drama,5.5 / 10,https://yts.rs/movie/my-brother-my-sister-2021," On the death of their father, Tesla and her brother Nik find themselves, due to a singular succession agreement, having to live together for a year under the same roof, even though they have not seen each other for more than twenty years. Tesla's children also live in the house: Sebastiano, a very talented cellist, suffering from highly functioning schizophrenia, to whom the woman has dedicated her life and an obsessive and suffocating protection, and Carolina with whom she has a difficult and conflicting relationship. The difficult coexistence will trigger clashes and continuous quarrels between Nik and Tesla, two siblings at the antipodes, and the unexpected birth of a strong bond between Nik and his nephew Sebastiano. Over time everyone will gradually find a balance, until a series of events lead the characters to have to deal with their fears and secrets, in a difficult journey towards forgiveness and acceptance of themselves and their emotional and family ties. ",4747
165,The Sector,2016,Sci-Fi,2.9 / 10,https://yts.rs/movie/the-sector-2016," In a dystopian world, a bounty hunter sets out to capture a ruthless band of outlaws who have kidnapped an important father and daughter through a world of multiverses. Unbeknownst to the Outlaws and the Bounty Hunter is that another, more powerful man known only as The Finisher has plans of his own. ",4545
166,American Insurrection,2021,ActionAdventure,1.8 / 10,https://yts.rs/movie/american-insurrection-2021," Set in a dystopian America where all people who aren't straight, white, Christian and cis gender are kept track of by the government with bar codes. ",16463
167,Die Stewardessen,1971,ComedyFantasy,3.8 / 10,https://yts.rs/movie/die-stewardessen-1971," Four intercontinental airplane stewardesses based in New York fly to various sexual experiences all over Europe, including Zurich, Copenhagen, Rome and Munich. Each flight seems to have only one or two stewardesses. —Artemis-9 ",6363
168,Old Henry,2021,Western,7.3 / 10,https://yts.rs/movie/old-henry-2021," Old Henry, an action western about a widowed farmer and his son who warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question. —Shout! Studios ",134431
169,Iberion,2019,ComedyMystery,8.2 / 10,https://yts.rs/movie/iberion-2019," Jack finds a book and things start happening. Some days are good, others are bad. ",7070
170,Silent Hours,2021,Thriller,5.5 / 10,https://yts.rs/movie/silent-hours-2021," Private detective John Duval, an ex-lieutenant commander in the Royal Navy and Naval Intelligence, finds himself the prime suspect in a police hunt for a sexual killer when three women are brutally murdered. ",26967
171,ReGeneration,2010,ActionBiography,6.9 / 10,https://yts.rs/movie/regeneration-2010," ReGENERATION explores the inherent cynicism found in many of today's youth and young adults, and the influences that perpetuate our culture's apathetic approach to social and political causes. The film features three intersecting stories of students, parents, and artists all looking for their place in society. Together they capture the thoughts and feelings of today's struggling generation as some of the worlds leading scholars, activists, and media personalities provide their insight into the ideas and movements that can inspire change. —Anonymous ",2626
172,Slaughter Creek,2011,DramaHorror,3.1 / 10,https://yts.rs/movie/slaughter-creek-2011," A film crew follows the story of a young girl from the Midwest who went to Hollywood with aspirations of becoming a successful actress. When she failed to find work, she arrives in Austin purportedly to star in what she believes is a soft-porn film. However, after discovering the contents of the screenplay, the film crew comes to realize that this is no ordinary film and in fact, it could lead to horrific consequences for this naive young girl. —Liam Owen ",7676
173,Ida Red,2021,ActionThriller,5.6 / 10,https://yts.rs/movie/ida-red-2021," Ida ""Red"" Walker may not survive her terminal illness while incarcerated for armed robbery. She turns to her son, Wyatt, for one last job and a chance to regain her freedom. ",19392
174,Christmas Collision,2021,DramaRomance,4.6 / 10,https://yts.rs/movie/christmas-collision-2021," Theodora, a time consumed professional crosses paths with Charlie, a writer, when she travels to his hometown for business just before Christmas. Both are taken by surprise when unexpected circumstances present themselves. ",7474
175,Survive the Game,2021,ActionThriller,0 / 10,https://yts.rs/movie/survive-the-game-2021, A Man's life on his farm is interrupted when a cop and a pair of dangerous criminals show up. ,42622
